,id,Group,time-point,HPRT1,MX1,IRF7,OAS1,MX1 Ct ratio,IRF7 Ct ratio,OAS1 Ct ratio,MX1 Ct log,IRF7 Ct log,OAS1 Ct log,delta MX1,delta HPRT1,delta-delta MX1,Fold Change MX1,delta IRF7,delta-delta IRF7,Fold Change IRF7,delta OAS1,delta-delta OAS1,Fold Change OAS1
56,32,spermidine + HIV,Bleed 9-22,33.8352914283354,30.8127616176345,30.5047537260212,31.3760762131911,0.9106693135153646,0.9015661588324597,0.9273180424541925,0.09357544046814795,0.10362185153015413,0.07545868438886631,1.1317616130094592,2.1545261311418393,-1.0227645181323801,2.0318086198178382,1.2736379852093762,-0.8808881459324631,1.8415086142602641,0.45765883123656437,-1.696867299905275,3.2419622678791016
57,33,DMSO + HIV,Bleed 9-22,,,29.4812904975009,30.2988052052334,,,,,,,,,,,0.25017475668907707,,,-0.6196121767211373,,
58,1,uninfected control,Bleed 10-7,30.4522621551049,28.1842525230877,28.415439765645,29.6308576728961,0.9255224580536786,0.9331142501307261,0.9730264872269562,0.07739688140272746,0.06922763104361339,0.027343974939562553,-0.42640347508622156,-0.7756003172738808,0.34919684218765923,0.7850210026238363,-0.533069298189961,0.24253101908391983,0.8452611111528936,-0.4256556588676794,0.34994465840620137,0.7846141950177791
59,2,uninfected control,Bleed 10-7,30.6779092271601,28.2725611714256,28.6968122271047,29.8597484102865,0.9215934815530071,0.9354226852493105,0.9733306200622936,0.08165106203318101,0.06675678206085103,0.027031459999037246,-0.33809482674832125,-0.5499532452186813,0.21185841847036002,0.8634242881463658,-0.251696836730261,0.2982564084884203,0.8132346500519226,-0.19676492147727842,0.35318832374140285,0.7828520991497672
60,3,uninfected control,Bleed 10-7,32.2785722828826,29.3538884864665,29.9353004421247,31.0820516274884,0.9093924052530952,0.9274047247126682,0.9629314256867328,0.09497858900822524,0.0753652124586422,0.037773078767540935,0.7432324882925769,1.0507098105038182,-0.30747732221124124,1.2375418573090942,0.9867913782897375,-0.06391843221408067,1.045300998803942,1.0255382957246226,-0.025171514779195547,1.0176006623518852
61,4,uninfected control,Bleed 10-7,32.0632023147173,29.3618938425768,29.4973816875158,30.4834998581471,0.9157505090843476,0.9199761582758761,0.9507316068724332,0.08801132140270429,0.08340752419237432,0.05052347827472519,0.7512378444028798,0.8353398423385201,-0.08410199793564033,1.0600277242646032,0.5488726236808397,-0.28646721865768043,1.2196500153622254,0.42698652638332035,-0.40835331595519975,1.3271701247092966
62,5,uninfected control,Bleed 10-7,30.667366382029,27.880683967313,28.1976111967846,29.2264090900008,0.909131994576848,0.9194663423497731,0.9530133343020744,0.09526498679101165,0.08396183990377458,0.048126383503392475,-0.729972030860921,-0.5604960903497798,-0.16947594051114123,1.1246498810096428,-0.7508978670503623,-0.19040177670058256,1.1410814518385395,-0.830104241762978,-0.26960815141319827,1.205480364215188
63,6,DMSO + HIV,Bleed 10-7,32.8914210766448,29.4083906419396,29.6838371190674,30.3643091362526,0.8941052006664927,0.902479617706302,0.9231680524078474,0.11193183660808588,0.1026091732890744,0.07994398910454004,0.7977346437656792,1.663558604266015,-0.8658239605003359,1.8223801785396028,0.7353280552324399,-0.9282305490335752,1.902940626675832,0.3077958044888227,-1.3557627997771924,2.559324002694426
64,7,rapamycin + HIV,Bleed 10-7,32.2583696899772,29.2576549965106,29.8068211369468,30.3460803338339,0.9069787245200139,0.9240027138199701,0.9407195907753064,0.09763628612115614,0.07904027031016626,0.06111017447928919,0.6469989983366773,1.0305072175984193,-0.38350821926174206,1.3045101951093803,0.8583120731118399,-0.17219514448657947,1.1267716296593213,0.28956700207012176,-0.7409402155282976,1.6712646601404484
65,8,spermidine + HIV,Bleed 10-7,31.9687324858524,28.3515816763106,28.9946569173819,29.4590477552767,0.8868534806269673,0.9069692372136849,0.9214956447933509,0.12007549563060689,0.09764674651641468,0.08175722809791396,-0.25907432186332,0.7408700134736179,-0.9999443353369379,1.9999228338801742,0.04614785354693751,-0.6947221599266804,1.6185726917715753,-0.5974655764870782,-1.3383355899606961,2.5285943130045223
